  3.4500000000000000E+001,  1.9100000000000054E+017, -3.0000000000000704E+016,0.19041008376659100828E+23,0.19041008376659100828E+23,0.14252147145971079315E+24
  3.5500000000000000E+001,  1.6350000000000035E+017, -2.4999999999999680E+016,0.16302147097851903082E+23,0.16302147097851903082E+23,0.12348046308305169233E+24
  3.6500000000000000E+001,  1.4050000000000046E+017, -2.1000000000000096E+016,0.14010710188994752152E+23,0.14010710188994752152E+23,0.10717831598519978715E+24
  3.7500000000000000E+001,  1.2100000000000027E+017, -1.8000000000000288E+016,0.12066482503198712005E+23,0.12066482503198712005E+23,0.93167605796205039190E+23
  3.8500000000000000E+001,  1.0409999999999990E+017, -1.5800000000000432E+016,0.10379980732159370461E+23,0.10379980732159370461E+23,0.81101123293006318797E+23
  3.9500000000000000E+001,  8.9649999999999696E+016, -1.3100000000000000E+016,0.89410402079399844250E+22,0.89410402079399844250E+22,0.70721142560846946238E+23
  4.0500000000000000E+001,  7.7499999999999680E+016, -1.1200000000000024E+016,0.77297412634576274063E+22,0.77297412634576274063E+22,0.61780102352906961814E+23
  4.1500000000000000E+001,  6.7099999999999760E+016, -9.5999999999998160E+015,0.66928095744612137697E+22,0.66928095744612137697E+22,0.54050361089449334407E+23
  4.2500000000000000E+001,  5.8149999999999952E+016, -8.2999999999998160E+015,0.58001724112305452483E+22,0.58001724112305452483E+22,0.47357551514988119589E+23
  4.3500000000000000E+001,  5.0499999999999928E+016, -7.0000000000002240E+015,0.50378566871239916257E+22,0.50378566871239916257E+22,0.41557379103757575389E+23
  4.4500000000000000E+001,  4.3949999999999888E+016, -6.0999999999998560E+015,0.43844041784488687043E+22,0.43844041784488687043E+22,0.36519522416633583763E+23
  4.5500000000000000E+001,  3.8249999999999968E+016, -5.2999999999999760E+015,0.38158092195496329216E+22,0.38158092195496329216E+22,0.32135118238184714011E+23
  4.6500000000000000E+001,  3.3349999999999884E+016, -4.5000000000002000E+015,0.33274013884711766589E+22,0.33274013884711766589E+22,0.28319309018635079516E+23
  4.7500000000000000E+001,  2.9249999999999876E+016, -3.6999999999998160E+015,0.29191437100629234811E+22,0.29191437100629234811E+22,0.24991907630163903382E+23
  4.8500000000000000E+001,  2.5799999999999984E+016, -3.1999999999999720E+015,0.25750339803583159992E+22,0.25750339803583159992E+22,0.22072763920100978852E+23
  4.9500000000000000E+001,  2.2800000000000000E+016, -2.7999999999999960E+015,0.22756976952134915850E+22,0.22756976952134915850E+22,0.19497729939742664950E+23
  5.0500000000000000E+001,  2.0150000000000032E+016, -2.4999999999999360E+015,0.20111190914513276764E+22,0.20111190914513276764E+22,0.17222032244529172578E+23
  5.1500000000000000E+001,  1.7850000000000026E+016, -2.1000000000000760E+015,0.17819090885901020037E+22,0.17819090885901020037E+22,0.15210913153077844378E+23
  5.2500000000000000E+001,  1.5850000000000024E+016, -1.8999999999999280E+015,0.15821504353252912660E+22,0.15821504353252912660E+22,0.13429004064487741850E+23
  5.3500000000000000E+001,  1.4100000000000016E+016, -1.6000000000000900E+015,0.14077286670377937797E+22,0.14077286670377937797E+22,0.11846853629162450584E+23
  5.4500000000000000E+001,  1.2550000000000000E+016, -1.4999999999999420E+015,0.12527569596693526610E+22,0.12527569596693526610E+22,0.10439124962124656280E+23
  5.5500000000000000E+001,  1.1149999999999996E+016, -1.3000000000000640E+015,0.11131037687475496550E+22,0.11131037687475496550E+22,0.91863680024553036186E+22
  5.6500000000000000E+001,  9.8999999999999900E+015, -1.1999999999999480E+015,0.98818014552003536486E+21,0.98818014552003536486E+21,0.80732642337077539635E+22
  5.7500000000000000E+001,  8.7700000000000020E+015, -1.0600000000000270E+015,0.87539705277091282944E+21,0.87539705277091282944E+21,0.70850840881877189919E+22
  5.8500000000000000E+001,  7.7649999999999820E+015, -9.5000000000001400E+014,0.77504580509799376486E+21,0.77504580509799376486E+21,0.62096870354168064246E+22
  5.9500000000000000E+001,  6.8649999999999950E+015, -8.4999999999996000E+014,0.68518318718427385037E+21,0.68518318718427385037E+21,0.54346412303188125286E+22
  6.0500000000000000E+001,  6.0599999999999910E+015, -7.6000000000004800E+014,0.60480740736204511642E+21,0.60480740736204511642E+21,0.47494580431345386783E+22
  6.1500000000000000E+001,  5.3399999999999700E+015, -6.7999999999999500E+014,0.53291650377896597914E+21,0.53291650377896597914E+21,0.41446506357724938240E+22
  6.2500000000000000E+001,  4.6999999999999860E+015, -5.9999999999997250E+014,0.46904157598234161971E+21,0.46904157598234161971E+21,0.36117341319935279759E+22
  6.3500000000000000E+001,  4.1349999999999970E+015, -5.3000000000000550E+014,0.41264997273718521856E+21,0.41264997273718521856E+21,0.31426925560111861596E+22
  6.4500000000000000E+001,  3.6299999999999940E+015, -4.8000000000000050E+014,0.36220574263807515034E+21,0.36220574263807515034E+21,0.27300425832740007444E+22
  6.5500000000000000E+001,  3.1799999999999945E+015, -4.1999999999999800E+014,0.31730584614847492915E+21,0.31730584614847492915E+21,0.23678368406359255286E+22
  6.6500000000000000E+001,  2.7849999999999920E+015, -3.7000000000000700E+014,0.27788486824582506086E+21,0.27788486824582506086E+21,0.20505309944874506650E+22
  6.7500000000000000E+001,  2.4349999999999880E+015, -3.3000000000000150E+014,0.24294032188996419584E+21,0.24294032188996419584E+21,0.17726461262416256696E+22
  6.8500000000000000E+001,  2.1249999999999892E+015, -2.8999999999999550E+014,0.21200471692865598259E+21,0.21200471692865598259E+21,0.15297058043516614083E+22
  6.9500000000000000E+001,  1.8499999999999895E+015, -2.6000000000000425E+014,0.18454267799075527066E+21,0.18454267799075527066E+21,0.13177010874230054584E+22
  7.0500000000000000E+001,  1.6099999999999950E+015, -2.1999999999998450E+014,0.16062378404208964403E+21,0.16062378404208964403E+21,0.11331584094322501878E+22
  7.1500000000000000E+001,  1.4000000000000020E+015, -2.0000000000000175E+014,0.13964240043768959795E+21,0.13964240043768959795E+21,0.97253462539016051098E+21
  7.2500000000000000E+001,  1.2100000000000000E+015, -1.8000000000000212E+014,0.12066482503198682317E+21,0.12066482503198682317E+21,0.83289222495247086387E+21
  7.3500000000000000E+001,  1.0420000000000015E+015, -1.5599999999999462E+014,0.10390765130634045030E+21,0.10390765130634045030E+21,0.71222739992048408986E+21
  7.4500000000000000E+001,  8.9700000000000300E+014, -1.3400000000000250E+014,89449427052385583104.,89449427052385583104.,0.60831974861414360678E+21
  7.5500000000000000E+001,  7.7150000000000150E+014, -1.1700000000000050E+014,76927888311067148288.,76927888311067148288.,0.51887032156175800730E+21
  7.6500000000000000E+001,  6.6250000000000088E+014, -1.0100000000000075E+014,66057247899076239360.,66057247899076239360.,0.44194243325069085901E+21
  7.7500000000000000E+001,  5.6849999999999950E+014, -8.7000000000002000E+013,56683330883073499136.,56683330883073499136.,0.37588518535161459507E+21
  7.8500000000000000E+001,  4.8699999999999888E+014, -7.5999999999999250E+013,48551519028759429120.,48551519028759429120.,0.31920185446854112051E+21
  7.9500000000000000E+001,  4.1649999999999875E+014, -6.5000000000000938E+013,41523005671555006464.,41523005671555006464.,0.27065033543978169139E+21
  8.0500000000000000E+001,  3.5549999999999888E+014, -5.6999999999998938E+013,35435575344560050176.,35435575344560050176.,0.22912732976822668493E+21
  8.1500000000000000E+001,  3.0299999999999925E+014, -4.8000000000000188E+013,30204800942896406528.,30204800942896406528.,0.19369175442366663885E+21
  8.2500000000000000E+001,  2.5799999999999888E+014, -4.2000000000000594E+013,25714392856919531520.,25714392856919531520.,0.16348695348077022413E+21
  8.3500000000000000E+001,  2.1949999999999931E+014, -3.4999999999998531E+013,21880127970375245824.,21880127970375245824.,0.13777256062385068442E+21
  8.4500000000000000E+001,  1.8650000000000031E+014, -3.0999999999999500E+013,18585478202080276480.,18585478202080276480.,0.11589243265347543040E+21
  8.5500000000000000E+001,  1.5750000000000041E+014, -2.7000000000000312E+013,15692036196746465280.,15692036196746465280.,97306954451395149824.
  8.6500000000000000E+001,  1.3250000000000031E+014, -2.2999999999999891E+013,13200000000000032768.,13200000000000032768.,81614918254648688640.
  8.7500000000000000E+001,  1.1100000000000047E+014, -1.9999999999999797E+013,11054863183233026048.,11054863183233026048.,68414918254648664064.
  8.8500000000000000E+001,  9.3000000000000172E+013, -1.6000000000000781E+013,9265527507918815232.0,9265527507918815232.0,57360055071415640064.
  8.9500000000000000E+001,  7.8099999999999953E+013, -1.3799999999999656E+013,7779460135510687744.0,7779460135510687744.0,48094527563496824832.
  9.0500000000000000E+001,  6.5400000000000094E+013, -1.1600000000000070E+013,6514230576207762432.0,6514230576207762432.0,40315067427986137088.
  9.1500000000000000E+001,  5.4750000000000047E+013, -9.7000000000000156E+012,5453475955755196416.0,5453475955755196416.0,33800836851778371584.
  9.2500000000000000E+001,  4.5850000000000016E+013, -8.1000000000000469E+012,4567077840370143744.0,4567077840370143744.0,28347360896023175168.
  9.3500000000000000E+001,  3.8349999999999961E+013, -6.9000000000000664E+012,3819450222217847808.0,3819450222217847808.0,23780283055653031936.
  9.4500000000000000E+001,  3.2049999999999961E+013, -5.6999999999999297E+012,3192303243741104640.0,3192303243741104640.0,19960832833435185152.
  9.5500000000000000E+001,  2.6800000000000008E+013, -4.7999999999999727E+012,2669232099312460800.0,2669232099312460800.0,16768529589694078976.
  9.6500000000000000E+001,  2.2400000000000031E+013, -3.9999999999999805E+012,2231053562781497600.0,2231053562781497600.0,14099297490381619200.
  9.7500000000000000E+001,  1.8700000000000035E+013, -3.4000000000000137E+012,1862256695517568256.0,1862256695517568256.0,11868243927600121856.
  9.8500000000000000E+001,  1.5600000000000008E+013, -2.8000000000000430E+012,1553705248752156928.0,1553705248752156928.0,10005987232082552832.
  9.9500000000000000E+001,  1.3049999999999986E+013, -2.3000000000000000E+012,1299923074647110400.0,1299923074647110400.0,8452281983330396160.0
  1.0050000000000000E+002,  1.0944999999999984E+013, -1.9100000000000059E+012,1090325639430714496.0,1090325639430714496.0,7152358908683285504.0
  1.0150000000000000E+002,  9.1949999999999805E+012, -1.5900000000000000E+012,916056766799959936.00,916056766799959936.00,6062033269252571136.0
  1.0250000000000000E+002,  7.7349999999999834E+012, -1.3299999999999941E+012,770636100893279872.00,770636100893279872.00,5145976502452611072.0
  1.0350000000000000E+002,  6.5149999999999922E+012, -1.1099999999999883E+012,649131727771797504.00,649131727771797504.00,4375340401559330816.0
  1.0450000000000000E+002,  5.4900000000000000E+012, -9.3999999999999707E+011,546984460473969920.00,546984460473969920.00,3726208673787533312.0
  1.0550000000000000E+002,  4.6300000000000029E+012, -7.7999999999999561E+011,461354527451503808.00,461354527451503808.00,3179224213313563136.0
  1.0650000000000000E+002,  3.9100000000000005E+012, -6.6000000000000977E+011,389604928100248768.00,389604928100248768.00,2717869685862059520.0
  1.0750000000000000E+002,  3.2999999999999971E+012, -5.5999999999999658E+011,328809975517775040.00,328809975517775040.00,2328264757761810944.0
  1.0850000000000000E+002,  2.7849999999999995E+012, -4.6999999999999902E+011,277506756674499712.00,277506756674499712.00,1999454782244036096.0
  1.0950000000000000E+002,  2.3449999999999990E+012, -4.1000000000000171E+011,233602226016791104.00,233602226016791104.00,1721948025569536512.0
  1.1050000000000000E+002,  1.9699999999999980E+012, -3.4000000000000049E+011,196265126805553312.00,196265126805553312.00,1488345799552745472.0
  1.1150000000000000E+002,  1.6599999999999990E+012, -2.7999999999999731E+011,165408585025082592.00,165408585025082592.00,1292080672747192064.0
  1.1250000000000000E+002,  1.4100000000000010E+012, -2.1999999999999902E+011,140570267126444720.00,140570267126444720.00,1126672087722109568.0
  1.1350000000000000E+002,  1.2050000000000005E+012, -1.9000000000000220E+011,120124934963562032.00,120124934963562032.00,986101820595664896.00
  1.1450000000000000E+002,  1.0390000000000005E+012, -1.4199999999999756E+011,103657127106629840.00,103657127106629840.00,865976885632102912.00
  1.1550000000000000E+002,  9.0550000000000012E+011, -1.2500000000000317E+011,90334046737650368.000,90334046737650368.000,762319758525473024.00
  1.1650000000000000E+002,  7.9049999999999829E+011, -1.0500000000000037E+011,78875471472441760.000,78875471472441760.000,671985711787822720.00
  1.1750000000000000E+002,  6.9399999999999890E+011, -8.7999999999998535E+010,69260378283691064.000,69260378283691064.000,593110240315380992.00
  1.1850000000000000E+002,  6.1249999999999927E+011, -7.5000000000000854E+010,61135096303187344.000,61135096303187344.000,523849862031689984.00
  1.1950000000000000E+002,  5.4253056089744330E+011, -6.4938878205110962E+010,462714765728502656.00,54155807170797472.000,462714765728502656.00
---, ---, ---, ---,  4.0855895855770515E+017, ---
 # height (km), edge
  0.0000000000000000E+000,  2.5499999999999926E+019
  1.0000000000000000E+000,  2.3099999999999898E+019
  2.0000000000000000E+000,  2.0899999999999947E+019
  3.0000000000000000E+000,  1.8899999999999926E+019
  4.0000000000000000E+000,  1.7000000000000025E+019
  5.0000000000000000E+000,  1.5299999999999988E+019
  6.0000000000000000E+000,  1.3699999999999953E+019
  7.0000000000000000E+000,  1.2299999999999996E+019
  8.0000000000000000E+000,  1.0899999999999953E+019
  9.0000000000000000E+000,  9.7099999999999857E+018
  1.0000000000000000E+001,  8.5999999999999601E+018
  1.1000000000000000E+001,  7.5899999999999693E+018
  1.2000000000000000E+001,  6.4900000000000307E+018
  1.3000000000000000E+001,  5.5400000000000143E+018
  1.4000000000000000E+001,  4.7400000000000010E+018
  1.5000000000000000E+001,  4.0500000000000164E+018
  1.6000000000000000E+001,  3.4599999999999985E+018
  1.7000000000000000E+001,  2.9600000000000097E+018
  1.8000000000000000E+001,  2.5299999999999954E+018
  1.9000000000000000E+001,  2.1600000000000041E+018
  2.0000000000000000E+001,  1.8500000000000010E+018
  2.1000000000000000E+001,  1.5699999999999995E+018
  2.2000000000000000E+001,  1.3400000000000005E+018
  2.3000000000000000E+001,  1.1399999999999973E+018
  2.4000000000000000E+001,  9.7599999999999488E+017
  2.5000000000000000E+001,  8.3299999999999859E+017
  2.6000000000000000E+001,  7.1199999999999936E+017
  2.7000000000000000E+001,  6.0899999999999949E+017
  2.8000000000000000E+001,  5.2099999999999885E+017
  2.9000000000000000E+001,  4.4699999999999962E+017
  3.0000000000000000E+001,  3.8300000000000045E+017
  3.1000000000000000E+001,  3.2799999999999942E+017
  3.2000000000000000E+001,  2.8200000000000074E+017
  3.3000000000000000E+001,  2.4100000000000013E+017
  3.4000000000000000E+001,  2.0600000000000090E+017
  3.5000000000000000E+001,  1.7600000000000019E+017
  3.6000000000000000E+001,  1.5100000000000051E+017
  3.7000000000000000E+001,  1.3000000000000042E+017
  3.8000000000000000E+001,  1.1200000000000013E+017
  3.9000000000000000E+001,  9.6199999999999696E+016
  4.0000000000000000E+001,  8.3099999999999696E+016
  4.1000000000000000E+001,  7.1899999999999672E+016
  4.2000000000000000E+001,  6.2299999999999856E+016
  4.3000000000000000E+001,  5.4000000000000040E+016
  4.4000000000000000E+001,  4.6999999999999816E+016
  4.5000000000000000E+001,  4.0899999999999960E+016
  4.6000000000000000E+001,  3.5599999999999984E+016
  4.7000000000000000E+001,  3.1099999999999784E+016
  4.8000000000000000E+001,  2.7399999999999968E+016
  4.9000000000000000E+001,  2.4199999999999996E+016
  5.0000000000000000E+001,  2.1400000000000000E+016
  5.1000000000000000E+001,  1.8900000000000064E+016
  5.2000000000000000E+001,  1.6799999999999988E+016
  5.3000000000000000E+001,  1.4900000000000060E+016
  5.4000000000000000E+001,  1.3299999999999970E+016
  5.5000000000000000E+001,  1.1800000000000028E+016
  5.6000000000000000E+001,  1.0499999999999964E+016
  5.7000000000000000E+001,  9.3000000000000160E+015
  5.8000000000000000E+001,  8.2399999999999890E+015
  5.9000000000000000E+001,  7.2899999999999750E+015
  6.0000000000000000E+001,  6.4400000000000150E+015
  6.1000000000000000E+001,  5.6799999999999670E+015
  6.2000000000000000E+001,  4.9999999999999720E+015
  6.3000000000000000E+001,  4.3999999999999995E+015
  6.4000000000000000E+001,  3.8699999999999940E+015
  6.5000000000000000E+001,  3.3899999999999935E+015
  6.6000000000000000E+001,  2.9699999999999955E+015
  6.7000000000000000E+001,  2.5999999999999885E+015
  6.8000000000000000E+001,  2.2699999999999870E+015
  6.9000000000000000E+001,  1.9799999999999915E+015
  7.0000000000000000E+001,  1.7199999999999872E+015
  7.1000000000000000E+001,  1.5000000000000028E+015
  7.2000000000000000E+001,  1.3000000000000010E+015
  7.3000000000000000E+001,  1.1199999999999989E+015
  7.4000000000000000E+001,  9.6400000000000425E+014
  7.5000000000000000E+001,  8.3000000000000175E+014
  7.6000000000000000E+001,  7.1300000000000125E+014
  7.7000000000000000E+001,  6.1200000000000050E+014
  7.8000000000000000E+001,  5.2499999999999850E+014
  7.9000000000000000E+001,  4.4899999999999925E+014
  8.0000000000000000E+001,  3.8399999999999831E+014
  8.1000000000000000E+001,  3.2699999999999938E+014
  8.2000000000000000E+001,  2.7899999999999919E+014
  8.3000000000000000E+001,  2.3699999999999859E+014
  8.4000000000000000E+001,  2.0200000000000006E+014
  8.5000000000000000E+001,  1.7100000000000056E+014
  8.6000000000000000E+001,  1.4400000000000025E+014
  8.7000000000000000E+001,  1.2100000000000036E+014
  8.8000000000000000E+001,  1.0100000000000056E+014
  8.9000000000000000E+001,  8.4999999999999781E+013
  9.0000000000000000E+001,  7.1200000000000125E+013
  9.1000000000000000E+001,  5.9600000000000055E+013
  9.2000000000000000E+001,  4.9900000000000039E+013
  9.3000000000000000E+001,  4.1799999999999992E+013
  9.4000000000000000E+001,  3.4899999999999926E+013
  9.5000000000000000E+001,  2.9199999999999996E+013
  9.6000000000000000E+001,  2.4400000000000023E+013
  9.7000000000000000E+001,  2.0400000000000043E+013
  9.8000000000000000E+001,  1.7000000000000029E+013
  9.9000000000000000E+001,  1.4199999999999986E+013
  1.0000000000000000E+002,  1.1899999999999986E+013
  1.0100000000000000E+002,  9.9899999999999805E+012
  1.0200000000000000E+002,  8.3999999999999805E+012
  1.0300000000000000E+002,  7.0699999999999863E+012
  1.0400000000000000E+002,  5.9599999999999980E+012
  1.0500000000000000E+002,  5.0200000000000010E+012
  1.0600000000000000E+002,  4.2400000000000054E+012
  1.0700000000000000E+002,  3.5799999999999956E+012
  1.0800000000000000E+002,  3.0199999999999990E+012
  1.0900000000000000E+002,  2.5500000000000000E+012
  1.1000000000000000E+002,  2.1399999999999983E+012
  1.1100000000000000E+002,  1.7999999999999978E+012
  1.1200000000000000E+002,  1.5200000000000005E+012
  1.1300000000000000E+002,  1.3000000000000015E+012
  1.1400000000000000E+002,  1.1099999999999993E+012
  1.1500000000000000E+002,  9.6800000000000171E+011
  1.1600000000000000E+002,  8.4299999999999854E+011
  1.1700000000000000E+002,  7.3799999999999817E+011
  1.1800000000000000E+002,  6.4999999999999963E+011
  1.1900000000000000E+002,  5.7499999999999878E+011
  1.2000000000000000E+002,  5.1006112179488782E+011
