 Profile "surface albedo" initialized from config file.
 # Profile: surface albedo (none)
 # number of cells:         156
 # wavelength (nm), mid-point, delta, layer density, exo layer density, burden density
  1.2070000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.14000000000000056843,0.14000000000000056843,61.499999999999992895
  1.2165000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000002776E-01,0.50000000000000002776E-01,61.359999999999992326
  1.2209999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.39999999999999147349E-01,0.39999999999999147349E-01,61.309999999999995168
  1.2269999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,61.269999999999996021
  1.2344999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.70000000000000284217E-01,0.70000000000000284217E-01,61.189999999999997726
  1.2419999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,61.119999999999997442
  1.2500000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.80000000000001139644E-01,0.80000000000001139644E-01,61.039999999999999147
  1.2580000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,60.960000000000000853
  1.2659999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,60.880000000000002558
  1.2780000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.15999999999999944822,0.15999999999999944822,60.800000000000004263
  1.2900000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.80000000000001139644E-01,0.80000000000001139644E-01,60.640000000000007674
  1.2985000000000002E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.90000000000000579536E-01,0.90000000000000579536E-01,60.560000000000009379
  1.3115000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.16999999999999887423,0.16999999999999887423,60.470000000000005969
  1.3350000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.30000000000000004441,0.30000000000000004441,60.300000000000004263
  1.3600000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.20000000000000001110,0.20000000000000001110,60.000000000000007105
  1.4100000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.80000000000000004441,0.80000000000000004441,59.800000000000004263
  1.5000000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,1.0000000000000000000,1.0000000000000000000,59.000000000000007105
  1.6000000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,1.0000000000000000000,1.0000000000000000000,58.000000000000007105
  1.6750000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,57.000000000000007105
  1.7269999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.54000000000000059064,0.54000000000000059064,56.500000000000007105
  1.7619999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.15999999999999944822,0.15999999999999944822,55.960000000000007958
  1.7780000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.15999999999999944822,0.15999999999999944822,55.800000000000011369
  1.7939999999999998E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.15999999999999944822,0.15999999999999944822,55.640000000000014779
  1.8100000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.16000000000000227929,0.16000000000000227929,55.480000000000018190
  1.8265000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.16999999999999887423,0.16999999999999887423,55.320000000000014495
  1.8434999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.16999999999999887423,0.16999999999999887423,55.150000000000012790
  1.8605000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.17000000000000170530,0.17000000000000170530,54.980000000000011084
  1.8780000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.17999999999999830025,0.17999999999999830025,54.810000000000009379
