#ATLAS3-SUSIM  13 Nov 1994.
#Wavelength in nm and Irradiance in W/m2/nm
#0.15 nm resolution (FWHM)
#Wavelength Irradiance
1.932600e+02 3.265100e-03
1.933100e+02 3.440600e-03
1.933600e+02 3.541600e-03
1.934100e+02 3.589500e-03
1.934600e+02 3.521200e-03
1.935100e+02 3.373600e-03
1.935600e+02 3.253700e-03
1.936100e+02 3.075400e-03
1.936600e+02 2.988200e-03
1.937100e+02 3.226100e-03
1.937600e+02 3.532900e-03
1.938100e+02 3.826300e-03
1.938600e+02 4.448600e-03
1.939100e+02 4.839300e-03
1.939600e+02 4.975400e-03
1.940100e+02 5.010900e-03
1.940600e+02 4.974800e-03
1.941100e+02 5.177500e-03
1.941600e+02 5.594300e-03
1.942100e+02 5.885300e-03
1.942600e+02 6.024000e-03
1.943100e+02 6.087500e-03
1.943600e+02 6.029400e-03
1.944100e+02 5.909100e-03
1.944600e+02 5.680900e-03
1.945100e+02 5.531200e-03
1.945600e+02 5.646600e-03
1.946100e+02 5.482300e-03
1.946600e+02 5.395200e-03
1.947100e+02 5.403700e-03
1.947600e+02 6.044200e-03
1.948100e+02 6.371600e-03
1.948600e+02 6.328900e-03
1.949100e+02 6.277300e-03
1.949600e+02 5.985400e-03
1.950100e+02 5.663200e-03
1.950600e+02 5.555300e-03
1.951100e+02 5.488800e-03
1.951600e+02 5.237300e-03
1.952100e+02 4.952000e-03
1.952600e+02 4.923100e-03
1.953100e+02 5.026400e-03
1.953600e+02 5.734400e-03
1.954100e+02 6.114900e-03
1.954600e+02 6.018500e-03
1.955100e+02 5.782800e-03
1.955600e+02 5.442700e-03
1.956100e+02 5.661400e-03
1.956600e+02 5.952400e-03
1.957100e+02 5.953900e-03
1.957600e+02 5.704300e-03
1.958100e+02 5.446700e-03
1.958600e+02 5.649200e-03
1.959100e+02 5.915500e-03
1.959600e+02 6.161400e-03
1.960100e+02 6.005400e-03
1.960600e+02 5.730500e-03
1.961100e+02 5.574000e-03
1.961600e+02 5.466900e-03
1.962100e+02 5.472400e-03
1.962600e+02 5.544600e-03
1.963100e+02 5.623500e-03
1.963600e+02 5.685200e-03
1.964100e+02 5.914400e-03
1.964600e+02 6.205900e-03
1.965100e+02 6.481600e-03
1.965600e+02 6.523100e-03
1.966100e+02 6.741800e-03
1.966600e+02 6.828400e-03
1.967100e+02 6.895500e-03
1.967600e+02 6.893600e-03
1.968100e+02 6.907900e-03
1.968600e+02 6.975400e-03
1.969100e+02 7.019400e-03
1.969600e+02 6.980100e-03
1.970100e+02 6.867500e-03
1.970600e+02 6.455000e-03
1.971100e+02 6.343500e-03
1.971600e+02 6.411500e-03
1.972100e+02 6.344100e-03
1.972600e+02 6.429000e-03
1.973100e+02 6.541100e-03
1.973600e+02 6.628100e-03
1.974100e+02 6.403000e-03
1.974600e+02 6.265100e-03
1.975100e+02 6.327200e-03
1.975600e+02 6.367700e-03
1.976100e+02 6.438400e-03
1.976600e+02 6.337200e-03
1.977100e+02 6.059900e-03
1.977600e+02 6.050000e-03
1.978100e+02 6.285900e-03
1.978600e+02 6.359200e-03
1.979100e+02 6.151100e-03
1.979600e+02 6.283300e-03
1.980100e+02 6.272900e-03
1.980600e+02 6.297700e-03
1.981100e+02 6.535800e-03
1.981600e+02 7.038900e-03
1.982100e+02 7.166000e-03
1.982600e+02 7.006800e-03
1.983100e+02 6.584200e-03
1.983600e+02 6.398500e-03
1.984100e+02 6.474500e-03
1.984600e+02 6.613300e-03
1.985100e+02 6.872600e-03
1.985600e+02 6.607000e-03
1.986100e+02 6.264600e-03
1.986600e+02 5.902300e-03
1.987100e+02 5.886900e-03
1.987600e+02 6.190900e-03
1.988100e+02 6.294700e-03
1.988600e+02 6.026200e-03
1.989100e+02 5.963900e-03
1.989600e+02 6.230900e-03
1.990100e+02 6.451900e-03
1.990600e+02 6.502700e-03
1.991100e+02 6.444900e-03
1.991600e+02 6.459800e-03
1.992100e+02 6.690400e-03
1.992600e+02 6.928000e-03
1.993100e+02 7.454100e-03
1.993600e+02 7.722800e-03
1.994100e+02 7.184900e-03
1.994600e+02 7.027800e-03
1.995100e+02 6.893400e-03
1.995600e+02 7.014700e-03
1.996100e+02 7.033400e-03
1.996600e+02 6.970200e-03
1.997100e+02 6.665500e-03
1.997600e+02 6.697200e-03
1.998100e+02 7.195900e-03
1.998600e+02 7.468000e-03
1.999100e+02 7.232900e-03
1.999600e+02 7.068700e-03
2.000100e+02 7.167000e-03
2.000600e+02 7.146900e-03
2.001100e+02 7.011600e-03
2.001600e+02 7.168000e-03
2.002100e+02 7.659200e-03
2.002600e+02 7.637300e-03
2.003100e+02 7.626900e-03
2.003600e+02 7.720300e-03
2.004100e+02 7.592700e-03
2.004600e+02 7.255700e-03
2.005100e+02 7.402100e-03
2.005600e+02 7.635300e-03
2.006100e+02 8.141600e-03
2.006600e+02 7.901500e-03
2.007100e+02 7.756600e-03
2.007600e+02 7.464600e-03
2.008100e+02 7.520300e-03
2.008600e+02 7.679200e-03
2.009100e+02 7.690300e-03
2.009600e+02 7.833400e-03
2.010100e+02 8.122100e-03
2.010600e+02 8.208800e-03
2.011100e+02 7.674900e-03
2.011600e+02 7.246300e-03
2.012100e+02 7.408500e-03
2.012600e+02 8.272000e-03
2.013100e+02 8.713000e-03
2.013600e+02 8.809900e-03
2.014100e+02 8.517100e-03
2.014600e+02 8.184100e-03
2.015100e+02 8.039400e-03
2.015600e+02 8.035700e-03
2.016100e+02 7.961500e-03
2.016600e+02 8.101400e-03
2.017100e+02 8.346400e-03
2.017600e+02 8.789600e-03
2.018100e+02 9.012300e-03
2.018600e+02 9.255900e-03
2.019100e+02 8.948500e-03
2.019600e+02 8.644700e-03
2.020100e+02 8.723200e-03
2.020600e+02 8.774300e-03
2.021100e+02 8.559100e-03
2.021600e+02 8.235600e-03
2.022100e+02 7.856200e-03
2.022600e+02 7.755400e-03
2.023100e+02 8.223000e-03
2.023600e+02 8.920400e-03
2.024100e+02 9.122200e-03
2.024600e+02 8.974300e-03
2.025100e+02 8.260500e-03
2.025600e+02 7.109700e-03
2.026100e+02 6.572400e-03
2.026600e+02 6.152500e-03
2.027100e+02 7.002100e-03
2.027600e+02 8.459700e-03
2.028100e+02 9.075000e-03
2.028600e+02 9.287400e-03
2.029100e+02 9.264600e-03
2.029600e+02 8.996600e-03
2.030100e+02 8.949400e-03
2.030600e+02 9.224600e-03
2.031100e+02 9.758600e-03
2.031600e+02 1.029800e-02
2.032100e+02 1.027500e-02
2.032600e+02 9.968100e-03
2.033100e+02 9.470800e-03
2.033600e+02 8.660100e-03
2.034100e+02 8.112800e-03
2.034600e+02 8.142100e-03
2.035100e+02 8.387200e-03
2.035600e+02 9.127400e-03
2.036100e+02 9.908800e-03
2.036600e+02 1.021700e-02
2.037100e+02 1.026200e-02
2.037600e+02 1.018700e-02
2.038100e+02 1.022400e-02
2.038600e+02 1.010600e-02
2.039100e+02 9.539300e-03
2.039600e+02 8.931100e-03
2.040100e+02 8.792200e-03
2.040600e+02 9.007600e-03
2.041100e+02 9.691000e-03
2.041600e+02 1.026000e-02
2.042100e+02 1.080600e-02
2.042600e+02 1.123600e-02
2.043100e+02 1.131100e-02
2.043600e+02 1.109400e-02
2.044100e+02 1.030600e-02
2.044600e+02 9.921700e-03
2.045100e+02 1.004900e-02
2.045600e+02 1.035600e-02
2.046100e+02 1.116100e-02
2.046600e+02 1.153200e-02
2.047100e+02 1.116000e-02
2.047600e+02 1.056000e-02
2.048100e+02 9.971600e-03
2.048600e+02 1.033900e-02
2.049100e+02 1.066900e-02
2.049600e+02 1.072500e-02
2.050100e+02 1.059700e-02
2.050600e+02 1.096100e-02
2.051100e+02 1.112900e-02
2.051600e+02 1.103600e-02
2.052100e+02 1.104900e-02
2.052600e+02 1.119100e-02
2.053100e+02 1.133300e-02
2.053600e+02 1.153400e-02
2.054100e+02 1.152300e-02
2.054600e+02 1.143400e-02
2.055100e+02 1.101800e-02
2.055600e+02 1.071200e-02
2.056100e+02 9.844300e-03
2.056600e+02 1.013900e-02
2.057100e+02 1.119500e-02
2.057600e+02 1.143100e-02
2.058100e+02 1.117100e-02
2.058600e+02 1.001300e-02
2.059100e+02 9.846300e-03
2.059600e+02 1.058600e-02
2.060100e+02 1.138600e-02
2.060600e+02 1.160500e-02
2.061100e+02 1.162200e-02
2.061600e+02 1.141700e-02
2.062100e+02 1.071700e-02
2.062600e+02 9.947600e-03
2.063100e+02 1.026600e-02
2.063600e+02 1.121200e-02
2.064100e+02 1.150900e-02
2.064600e+02 1.142900e-02
2.065100e+02 1.170900e-02
2.065600e+02 1.182400e-02
2.066100e+02 1.138800e-02
2.066600e+02 1.113900e-02
2.067100e+02 1.163300e-02
2.067600e+02 1.228000e-02
2.068100e+02 1.235000e-02
2.068600e+02 1.230500e-02
2.069100e+02 1.198300e-02
2.069600e+02 1.180200e-02
2.070100e+02 1.181300e-02
2.070600e+02 1.194800e-02
2.071100e+02 1.241200e-02
2.071600e+02 1.286300e-02
2.072100e+02 1.263500e-02
2.072600e+02 1.245800e-02
2.073100e+02 1.239300e-02
2.073600e+02 1.288500e-02
2.074100e+02 1.342100e-02
2.074600e+02 1.341600e-02
2.075100e+02 1.340700e-02
2.075600e+02 1.359400e-02
2.076100e+02 1.397000e-02
2.076600e+02 1.414100e-02
2.077100e+02 1.444600e-02
2.077600e+02 1.435200e-02
2.078100e+02 1.409000e-02
2.078600e+02 1.362600e-02
2.079100e+02 1.344800e-02
2.079600e+02 1.362000e-02
2.080100e+02 1.426500e-02
2.080600e+02 1.462400e-02
2.081100e+02 1.412800e-02
2.081600e+02 1.370800e-02
2.082100e+02 1.342800e-02
2.082600e+02 1.308800e-02
2.083100e+02 1.313800e-02
2.083600e+02 1.365000e-02
2.084100e+02 1.423900e-02
2.084600e+02 1.362500e-02
2.085100e+02 1.321000e-02
2.085600e+02 1.343200e-02
2.086100e+02 1.562600e-02
2.086600e+02 1.721600e-02
2.087100e+02 1.735100e-02
2.087600e+02 1.724000e-02
2.088100e+02 1.702500e-02
2.088600e+02 1.957600e-02
2.089100e+02 2.027400e-02
2.089600e+02 1.867400e-02
2.090100e+02 1.617000e-02
2.090600e+02 1.631300e-02
2.091100e+02 1.694800e-02
2.091600e+02 1.793100e-02
2.092100e+02 1.877000e-02
2.092600e+02 1.930500e-02
2.093100e+02 2.340400e-02
2.093600e+02 2.493300e-02
2.094100e+02 2.420600e-02
2.094600e+02 1.861400e-02
2.095100e+02 1.809000e-02
2.095600e+02 2.086000e-02
2.096100e+02 2.320400e-02
2.096600e+02 2.520400e-02
2.097100e+02 2.352900e-02
2.097600e+02 2.323100e-02
2.098100e+02 2.459000e-02
2.098600e+02 2.770700e-02
2.099100e+02 2.510800e-02
2.099600e+02 2.311200e-02
2.100100e+02 2.105500e-02
2.100600e+02 1.958200e-02
2.101100e+02 2.163300e-02
2.101600e+02 2.775500e-02
2.102100e+02 3.251600e-02
2.102600e+02 3.564000e-02
2.103100e+02 2.943700e-02
2.103600e+02 2.264700e-02
2.104100e+02 1.772500e-02
2.104600e+02 2.042600e-02
2.105100e+02 3.095900e-02
2.105600e+02 3.731800e-02
2.106100e+02 4.047000e-02
2.106600e+02 3.823800e-02
2.107100e+02 3.494300e-02
2.107600e+02 3.364800e-02
2.108100e+02 3.319900e-02
2.108600e+02 2.857200e-02
2.109100e+02 2.347100e-02
2.109600e+02 1.976500e-02
2.110100e+02 2.011100e-02
2.110600e+02 2.106000e-02
2.111100e+02 2.363300e-02
2.111600e+02 3.299100e-02
2.112100e+02 3.607100e-02
2.112600e+02 4.067000e-02
2.113100e+02 4.016700e-02
2.113600e+02 3.150800e-02
2.114100e+02 2.889700e-02
2.114600e+02 2.873600e-02
2.115100e+02 2.707500e-02
2.115600e+02 2.474300e-02
2.116100e+02 3.115500e-02
2.116600e+02 3.853300e-02
2.117100e+02 4.317900e-02
2.117600e+02 4.678900e-02
2.118100e+02 4.353300e-02
2.118600e+02 3.880500e-02
2.119100e+02 3.488200e-02
2.119600e+02 3.789800e-02
2.120100e+02 4.765100e-02
2.120600e+02 5.191000e-02
2.121100e+02 5.268100e-02
2.121600e+02 4.397900e-02
2.122100e+02 3.387100e-02
2.122600e+02 3.118200e-02
2.123100e+02 2.887500e-02
2.123600e+02 2.559300e-02
2.124100e+02 1.729000e-02
2.124600e+02 1.380800e-02
2.125100e+02 1.335500e-02
2.125600e+02 1.613300e-02
2.126100e+02 2.603200e-02
2.126600e+02 3.257100e-02
2.127100e+02 3.604600e-02
2.127600e+02 3.768200e-02
2.128100e+02 3.722900e-02
2.128600e+02 3.742900e-02
2.129100e+02 3.767000e-02
2.129600e+02 3.844000e-02
2.130100e+02 3.413400e-02
2.130600e+02 2.723800e-02
2.131100e+02 2.481000e-02
2.131600e+02 2.633500e-02
2.132100e+02 3.072000e-02
2.132600e+02 3.029600e-02
2.133100e+02 2.944200e-02
2.133600e+02 3.010100e-02
2.134100e+02 3.334100e-02
2.134600e+02 3.113100e-02
2.135100e+02 2.678400e-02
2.135600e+02 2.518400e-02
2.136100e+02 2.705600e-02
2.136600e+02 3.221900e-02
2.137100e+02 3.657300e-02
2.137600e+02 4.306700e-02
2.138100e+02 4.383000e-02
2.138600e+02 3.415300e-02
2.139100e+02 2.568000e-02
2.139600e+02 2.238600e-02
2.140100e+02 2.425300e-02
2.140600e+02 3.318600e-02
2.141100e+02 4.729100e-02
2.141600e+02 5.324000e-02
2.142100e+02 5.320300e-02
2.142600e+02 4.997900e-02
2.143100e+02 4.741200e-02
2.143600e+02 4.926200e-02
2.144100e+02 5.037000e-02
2.144600e+02 4.931600e-02
2.145100e+02 4.522400e-02
2.145600e+02 4.063100e-02
2.146100e+02 3.584000e-02
2.146600e+02 3.467600e-02
2.147100e+02 3.392800e-02
2.147600e+02 3.443200e-02
2.148100e+02 3.572500e-02
2.148600e+02 3.743300e-02
2.149100e+02 4.190400e-02
2.149600e+02 4.535900e-02
2.150100e+02 4.721400e-02
2.150600e+02 4.856100e-02
2.151100e+02 3.432200e-02
2.151600e+02 3.011100e-02
2.152100e+02 3.280500e-02
2.152600e+02 3.574100e-02
2.153100e+02 3.873400e-02
2.153600e+02 4.605400e-02
2.154100e+02 5.041900e-02
2.154600e+02 5.043400e-02
2.155100e+02 4.409600e-02
2.155600e+02 4.004700e-02
2.156100e+02 3.801400e-02
2.156600e+02 3.523800e-02
2.157100e+02 3.363300e-02
2.157600e+02 2.562000e-02
2.158100e+02 2.290600e-02
2.158600e+02 2.200800e-02
2.159100e+02 2.164300e-02
2.159600e+02 2.453300e-02
2.160100e+02 2.950600e-02
2.160600e+02 3.590700e-02
2.161100e+02 4.250100e-02
2.161600e+02 4.618800e-02
2.162100e+02 4.173600e-02
2.162600e+02 3.935300e-02
2.163100e+02 3.954800e-02
2.163600e+02 4.161400e-02
2.164100e+02 3.859000e-02
2.164600e+02 3.710300e-02
2.165100e+02 3.756000e-02
2.165600e+02 3.692900e-02
2.166100e+02 2.917300e-02
2.166600e+02 2.230200e-02
2.167100e+02 1.894600e-02
2.167600e+02 1.939500e-02
2.168100e+02 2.692700e-02
2.168600e+02 3.344900e-02
2.169100e+02 3.244000e-02
2.169600e+02 3.036500e-02
2.170100e+02 2.750900e-02
2.170600e+02 3.308100e-02
2.171100e+02 3.746900e-02
2.171600e+02 3.758000e-02
2.172100e+02 3.705900e-02
2.172600e+02 3.983000e-02
2.173100e+02 4.140500e-02
2.173600e+02 4.172100e-02
2.174100e+02 3.470200e-02
2.174600e+02 2.887800e-02
2.175100e+02 2.540000e-02
2.175600e+02 2.574500e-02
2.176100e+02 2.843400e-02
2.176600e+02 3.541200e-02
2.177100e+02 3.671100e-02
2.177600e+02 3.336000e-02
2.178100e+02 2.944400e-02
2.178600e+02 2.537400e-02
2.179100e+02 3.208500e-02
2.179600e+02 3.938400e-02
2.180100e+02 4.938100e-02
2.180600e+02 5.531200e-02
2.181100e+02 5.594500e-02
2.181600e+02 5.669200e-02
2.182100e+02 5.753400e-02
2.182600e+02 5.920300e-02
2.183100e+02 6.139600e-02
2.183600e+02 5.829900e-02
2.184100e+02 5.047400e-02
2.184600e+02 4.154700e-02
2.185100e+02 4.151300e-02
2.185600e+02 4.989700e-02
2.186100e+02 5.399000e-02
2.186600e+02 5.304600e-02
2.187100e+02 3.465100e-02
2.187600e+02 2.456000e-02
2.188100e+02 2.775000e-02
2.188600e+02 3.901000e-02
2.189100e+02 4.483600e-02
2.189600e+02 3.861500e-02
2.190100e+02 3.718600e-02
2.190600e+02 4.297100e-02
2.191100e+02 4.836300e-02
2.191600e+02 4.423600e-02
2.192100e+02 3.993800e-02
2.192600e+02 3.754400e-02
2.193100e+02 4.875400e-02
2.193600e+02 6.473400e-02
2.194100e+02 6.741500e-02
2.194600e+02 6.464600e-02
2.195100e+02 5.484600e-02
2.195600e+02 4.374900e-02
2.196100e+02 3.655000e-02
2.196600e+02 3.353900e-02
2.197100e+02 3.591200e-02
2.197600e+02 4.482700e-02
2.198100e+02 5.428800e-02
2.198600e+02 5.875400e-02
2.199100e+02 6.214300e-02
2.199600e+02 6.046700e-02
2.200100e+02 5.495900e-02
2.200600e+02 4.795400e-02
2.201100e+02 3.638300e-02
2.201600e+02 3.062600e-02
2.202100e+02 4.021300e-02
2.202600e+02 4.959000e-02
2.203100e+02 5.851100e-02
2.203600e+02 6.653600e-02
2.204100e+02 7.083600e-02
2.204600e+02 6.633600e-02
2.205100e+02 6.185400e-02
2.205600e+02 5.814200e-02
2.206100e+02 6.131700e-02
2.206600e+02 5.557900e-02
2.207100e+02 5.098900e-02
2.207600e+02 4.522400e-02
2.208100e+02 4.192000e-02
2.208600e+02 3.541400e-02
2.209100e+02 3.359900e-02
2.209600e+02 3.702200e-02
2.210100e+02 4.057900e-02
2.210600e+02 3.080900e-02
2.211100e+02 2.503400e-02
2.211600e+02 2.139000e-02
2.212100e+02 2.123600e-02
2.212600e+02 2.951200e-02
2.213100e+02 3.990700e-02
2.213600e+02 4.828300e-02
2.214100e+02 5.213400e-02
2.214600e+02 4.494400e-02
2.215100e+02 4.515900e-02
2.215600e+02 4.853100e-02
2.216100e+02 4.748200e-02
2.216600e+02 3.711600e-02
2.217100e+02 2.604400e-02
2.217600e+02 2.371800e-02
2.218100e+02 2.468500e-02
2.218600e+02 3.015700e-02
2.219100e+02 3.753600e-02
2.219600e+02 4.479600e-02
2.220100e+02 5.305800e-02
2.220600e+02 5.436400e-02
2.221100e+02 5.391900e-02
2.221600e+02 5.708200e-02
2.222100e+02 5.983600e-02
2.222600e+02 5.784800e-02
2.223100e+02 5.080100e-02
2.223600e+02 4.515900e-02
2.224100e+02 4.708400e-02
2.224600e+02 5.450700e-02
2.225100e+02 5.270900e-02
2.225600e+02 5.030000e-02
2.226100e+02 5.014400e-02
2.226600e+02 5.028500e-02
2.227100e+02 4.566400e-02
2.227600e+02 4.316200e-02
2.228100e+02 4.324800e-02
2.228600e+02 4.675500e-02
2.229100e+02 5.635100e-02
2.229600e+02 5.758000e-02
2.230100e+02 5.534400e-02
2.230600e+02 5.136900e-02
2.231100e+02 4.633400e-02
2.231600e+02 4.348100e-02
2.232100e+02 4.470700e-02
2.232600e+02 5.293200e-02
2.233100e+02 7.094100e-02
2.233600e+02 8.425500e-02
2.234100e+02 8.534000e-02
2.234600e+02 8.348000e-02
2.235100e+02 7.560400e-02
2.235600e+02 7.749000e-02
2.236100e+02 8.078400e-02
2.236600e+02 8.101100e-02
2.237100e+02 7.453000e-02
2.237600e+02 6.807600e-02
2.238100e+02 6.331400e-02
2.238600e+02 5.975800e-02
2.239100e+02 5.277500e-02
2.239600e+02 6.307700e-02
2.240100e+02 7.235100e-02
2.240600e+02 7.253700e-02
2.241100e+02 6.903200e-02
2.241600e+02 5.590800e-02
2.242100e+02 5.339300e-02
2.242600e+02 5.337800e-02
2.243100e+02 5.392200e-02
2.243600e+02 5.267000e-02
2.244100e+02 4.973500e-02
2.244600e+02 4.713500e-02
2.245100e+02 4.660500e-02
2.245600e+02 5.588800e-02
2.246100e+02 6.481400e-02
2.246600e+02 6.614400e-02
2.247100e+02 6.632200e-02
2.247600e+02 6.942800e-02
2.248100e+02 7.600500e-02
2.248600e+02 7.544900e-02
2.249100e+02 7.015000e-02
2.249600e+02 5.350300e-02
2.250100e+02 5.295700e-02
2.250600e+02 5.607600e-02
2.251100e+02 5.566300e-02
2.251600e+02 5.193900e-02
2.252100e+02 5.156800e-02
2.252600e+02 6.010600e-02
2.253100e+02 6.452000e-02
2.253600e+02 5.897300e-02
2.254100e+02 4.504900e-02
2.254600e+02 4.683500e-02
2.255100e+02 5.526600e-02
2.255600e+02 5.780300e-02
2.256100e+02 5.153400e-02
2.256600e+02 4.562000e-02
2.257100e+02 4.688900e-02
2.257600e+02 5.083300e-02
2.258100e+02 5.477800e-02
2.258600e+02 5.342400e-02
2.259100e+02 5.475200e-02
2.259600e+02 5.872900e-02
2.260100e+02 5.245700e-02
2.260600e+02 3.948000e-02
2.261100e+02 3.758000e-02
2.261600e+02 4.208800e-02
2.262100e+02 4.795100e-02
2.262600e+02 5.289400e-02
2.263100e+02 5.080200e-02
2.263600e+02 4.837800e-02
2.264100e+02 4.279900e-02
2.264600e+02 4.018400e-02
2.265100e+02 3.560200e-02
2.265600e+02 3.447400e-02
2.266100e+02 3.281200e-02
2.266600e+02 3.426000e-02
2.267100e+02 3.571600e-02
2.267600e+02 3.500300e-02
2.268100e+02 3.364300e-02
2.268600e+02 3.322800e-02
2.269100e+02 3.290100e-02
2.269600e+02 3.169900e-02
2.270100e+02 3.104200e-02
2.270600e+02 3.161800e-02
2.271100e+02 3.147000e-02
2.271600e+02 3.297600e-02
2.272100e+02 3.402700e-02
2.272600e+02 3.519000e-02
2.273100e+02 3.732600e-02
2.273600e+02 3.846200e-02
2.274100e+02 3.748400e-02
2.274600e+02 3.491900e-02
2.275100e+02 3.738200e-02
2.275600e+02 4.066800e-02
2.276100e+02 3.796600e-02
2.276600e+02 3.668400e-02
2.277100e+02 3.967100e-02
2.277600e+02 4.466600e-02
2.278100e+02 4.642900e-02
2.278600e+02 4.677800e-02
2.279100e+02 4.765400e-02
2.279600e+02 4.880100e-02
2.280100e+02 4.791400e-02
2.280600e+02 4.602600e-02
2.281100e+02 4.945500e-02
2.281600e+02 5.925300e-02
2.282100e+02 6.368300e-02
2.282600e+02 6.616300e-02
2.283100e+02 6.666800e-02
2.283600e+02 5.919400e-02
2.284100e+02 5.033200e-02
2.284600e+02 5.165800e-02
2.285100e+02 5.481700e-02
2.285600e+02 6.662100e-02
2.286100e+02 6.907000e-02
2.286600e+02 6.237100e-02
2.287100e+02 5.087400e-02
2.287600e+02 3.982900e-02
2.288100e+02 3.830400e-02
2.288600e+02 4.658500e-02
2.289100e+02 5.374500e-02
2.289600e+02 5.573100e-02
2.290100e+02 4.894000e-02
2.290600e+02 4.376700e-02
2.291100e+02 4.255300e-02
2.291600e+02 4.408300e-02
2.292100e+02 4.794700e-02
2.292600e+02 4.963300e-02
2.293100e+02 5.067600e-02
2.293600e+02 5.247100e-02
2.294100e+02 5.450700e-02
2.294600e+02 5.322900e-02
2.295100e+02 5.268300e-02
2.295600e+02 5.520600e-02
2.296100e+02 6.284200e-02
2.296600e+02 6.423300e-02
2.297100e+02 5.730200e-02
2.297600e+02 4.530700e-02
2.298100e+02 3.313400e-02
2.298600e+02 3.175700e-02
2.299100e+02 3.320900e-02
2.299600e+02 3.742800e-02
2.300100e+02 4.124800e-02
2.300600e+02 4.119800e-02
2.301100e+02 4.004100e-02
2.301600e+02 4.094200e-02
2.302100e+02 4.860300e-02
2.302600e+02 5.301700e-02
2.303100e+02 5.164800e-02
2.303600e+02 4.631000e-02
2.304100e+02 4.284200e-02
2.304600e+02 4.975000e-02
2.305100e+02 5.755400e-02
2.305600e+02 6.434400e-02
2.306100e+02 7.432500e-02
2.306600e+02 8.219700e-02
2.307100e+02 7.849700e-02
2.307600e+02 7.698400e-02
2.308100e+02 6.928500e-02
2.308600e+02 6.490100e-02
2.309100e+02 5.521100e-02
2.309600e+02 5.595100e-02
2.310100e+02 5.058200e-02
2.310600e+02 4.423700e-02
2.311100e+02 4.066300e-02
2.311600e+02 3.578600e-02
2.312100e+02 3.448000e-02
2.312600e+02 3.507500e-02
2.313100e+02 3.576600e-02
2.313600e+02 3.520900e-02
2.314100e+02 3.512800e-02
2.314600e+02 4.367200e-02
2.315100e+02 5.348100e-02
2.315600e+02 6.757300e-02
2.316100e+02 6.996100e-02
2.316600e+02 6.479800e-02
2.317100e+02 5.647600e-02
2.317600e+02 5.537600e-02
2.318100e+02 5.537200e-02
2.318600e+02 5.874400e-02
2.319100e+02 6.225300e-02
2.319600e+02 5.467600e-02
2.320100e+02 4.672600e-02
2.320600e+02 3.765600e-02
2.321100e+02 3.574200e-02
2.321600e+02 4.032400e-02
2.322100e+02 4.136900e-02
2.322600e+02 4.863600e-02
2.323100e+02 6.411100e-02
2.323600e+02 8.043200e-02
2.324100e+02 8.713200e-02
2.324600e+02 8.608700e-02
2.325100e+02 7.458200e-02
2.325600e+02 5.667200e-02
2.326100e+02 4.339100e-02
2.326600e+02 3.767700e-02
2.327100e+02 3.731200e-02
2.327600e+02 4.008200e-02
2.328100e+02 4.178500e-02
2.328600e+02 4.768700e-02
2.329100e+02 5.530300e-02
2.329600e+02 6.155300e-02
2.330100e+02 6.202100e-02
2.330600e+02 5.813100e-02
2.331100e+02 5.415800e-02
2.331600e+02 4.697900e-02
2.332100e+02 3.926900e-02
2.332600e+02 3.750200e-02
2.333100e+02 3.586000e-02
2.333600e+02 3.369100e-02
2.334100e+02 3.955300e-02
2.334600e+02 4.631700e-02
2.335100e+02 4.939600e-02
2.335600e+02 5.429300e-02
2.336100e+02 6.163600e-02
2.336600e+02 6.440500e-02
2.337100e+02 5.854300e-02
2.337600e+02 4.549000e-02
2.338100e+02 3.305900e-02
2.338600e+02 2.793100e-02
2.339100e+02 2.776200e-02
2.339600e+02 3.046100e-02
2.340100e+02 3.663000e-02
2.340600e+02 4.119600e-02
2.341100e+02 4.477000e-02
2.341600e+02 4.724800e-02
2.342100e+02 5.221600e-02
2.342600e+02 5.324400e-02
2.343100e+02 4.724600e-02
2.343600e+02 3.980900e-02
2.344100e+02 2.742700e-02
2.344600e+02 2.379300e-02
2.345100e+02 2.588600e-02
2.345600e+02 2.978600e-02
2.346100e+02 3.105300e-02
2.346600e+02 3.248500e-02
2.347100e+02 3.621800e-02
2.347600e+02 3.781700e-02
2.348100e+02 3.559000e-02
2.348600e+02 2.891300e-02
2.349100e+02 3.001900e-02
2.349600e+02 3.307700e-02
2.350100e+02 4.599000e-02
2.350600e+02 5.354700e-02
2.351100e+02 5.477000e-02
2.351600e+02 5.430400e-02
2.352100e+02 5.589300e-02
2.352600e+02 6.122600e-02
2.353100e+02 6.625200e-02
2.353600e+02 6.717000e-02
2.354100e+02 6.594700e-02
2.354600e+02 5.708800e-02
2.355100e+02 4.901600e-02
2.355600e+02 4.538700e-02
2.356100e+02 4.878800e-02
2.356600e+02 6.296700e-02
2.357100e+02 6.814400e-02
2.357600e+02 6.781000e-02
2.358100e+02 6.669300e-02
2.358600e+02 6.517800e-02
2.359100e+02 5.525300e-02
2.359600e+02 4.140300e-02
2.360100e+02 3.507700e-02
2.360600e+02 3.039300e-02
2.361100e+02 3.306500e-02
2.361600e+02 4.200000e-02
2.362100e+02 4.561100e-02
2.362600e+02 4.797300e-02
2.363100e+02 5.603000e-02
2.363600e+02 6.438100e-02
2.364100e+02 6.244200e-02
2.364600e+02 5.213900e-02
2.365100e+02 4.194600e-02
2.365600e+02 3.866900e-02
2.366100e+02 4.161000e-02
2.366600e+02 4.549100e-02
2.367100e+02 4.299900e-02
