#ATLAS3-SUSIM  13 Nov 1994.
#Wavelength in nm and Irradiance in W/m2/nm
#0.15 nm resolution (FWHM)
#Wavelength Irradiance
1.560100e+02 2.693000e-04
1.560600e+02 3.635800e-04
1.561100e+02 3.754300e-04
1.561600e+02 3.435000e-04
1.562100e+02 2.485700e-04
1.562600e+02 1.597800e-04
1.563100e+02 1.544900e-04
1.563600e+02 1.877500e-04
1.564100e+02 1.846100e-04
1.564600e+02 1.627500e-04
1.565100e+02 1.408300e-04
1.565600e+02 1.389500e-04
1.566100e+02 1.457100e-04
1.566600e+02 1.624400e-04
1.567100e+02 1.737600e-04
1.567600e+02 1.797500e-04
1.568100e+02 1.723500e-04
1.568600e+02 1.619400e-04
1.569100e+02 1.717900e-04
1.569600e+02 2.028600e-04
1.570100e+02 2.216900e-04
1.570600e+02 2.084400e-04
1.571100e+02 1.831000e-04
1.571600e+02 1.697600e-04
1.572100e+02 1.561300e-04
1.572600e+02 1.593500e-04
1.573100e+02 1.678200e-04
1.573600e+02 2.085500e-04
1.574100e+02 2.436400e-04
1.574600e+02 2.588800e-04
1.575100e+02 2.470200e-04
1.575600e+02 1.890200e-04
1.576100e+02 1.644200e-04
1.576600e+02 1.614600e-04
1.577100e+02 1.740200e-04
1.577600e+02 1.628100e-04
1.578100e+02 1.453100e-04
1.578600e+02 1.476600e-04
1.579100e+02 1.421300e-04
1.579600e+02 1.521500e-04
1.580100e+02 1.794200e-04
1.580600e+02 2.062200e-04
1.581100e+02 1.995700e-04
1.581600e+02 1.601500e-04
1.582100e+02 1.481200e-04
1.582600e+02 1.409800e-04
1.583100e+02 1.547700e-04
1.583600e+02 1.617000e-04
1.584100e+02 1.844200e-04
1.584600e+02 1.964700e-04
1.585100e+02 1.967300e-04
1.585600e+02 1.792300e-04
1.586100e+02 1.724600e-04
1.586600e+02 1.690100e-04
1.587100e+02 1.740900e-04
1.587600e+02 1.988700e-04
1.588100e+02 2.114200e-04
1.588600e+02 2.041300e-04
1.589100e+02 1.794400e-04
1.589600e+02 1.819400e-04
1.590100e+02 1.811300e-04
1.590600e+02 1.778500e-04
1.591100e+02 1.837600e-04
1.591600e+02 1.784700e-04
1.592100e+02 1.835600e-04
1.592600e+02 1.790200e-04
1.593100e+02 1.751100e-04
1.593600e+02 1.904300e-04
1.594100e+02 1.936000e-04
1.594600e+02 2.112500e-04
1.595100e+02 2.029700e-04
1.595600e+02 1.866200e-04
1.596100e+02 1.797500e-04
1.596600e+02 1.665200e-04
1.597100e+02 1.677400e-04
1.597600e+02 1.719800e-04
1.598100e+02 1.786100e-04
1.598600e+02 1.685600e-04
1.599100e+02 1.692100e-04
1.599600e+02 1.787500e-04
1.600100e+02 1.920100e-04
1.600600e+02 1.908900e-04
1.601100e+02 2.045800e-04
1.601600e+02 2.214500e-04
1.602100e+02 2.271300e-04
1.602600e+02 2.172600e-04
1.603100e+02 2.033800e-04
1.603600e+02 1.927200e-04
1.604100e+02 1.840200e-04
1.604600e+02 1.917400e-04
1.605100e+02 1.887800e-04
1.605600e+02 1.941800e-04
1.606100e+02 1.900300e-04
1.606600e+02 1.917600e-04
1.607100e+02 1.964900e-04
1.607600e+02 2.145500e-04
1.608100e+02 2.331500e-04
1.608600e+02 2.385500e-04
1.609100e+02 2.009800e-04
1.609600e+02 1.927600e-04
1.610100e+02 2.150800e-04
1.610600e+02 2.490000e-04
1.611100e+02 2.732700e-04
1.611600e+02 2.421100e-04
1.612100e+02 2.398300e-04
1.612600e+02 2.639100e-04
1.613100e+02 2.974800e-04
1.613600e+02 2.869700e-04
1.614100e+02 2.443900e-04
1.614600e+02 2.447800e-04
1.615100e+02 2.144800e-04
1.615600e+02 2.094300e-04
1.616100e+02 2.146800e-04
1.616600e+02 2.261000e-04
1.617100e+02 2.298100e-04
1.617600e+02 2.226100e-04
1.618100e+02 2.408900e-04
1.618600e+02 2.594900e-04
1.619100e+02 2.469000e-04
1.619600e+02 2.300200e-04
1.620100e+02 2.327900e-04
1.620600e+02 2.352800e-04
1.621100e+02 2.542200e-04
1.621600e+02 2.733300e-04
1.622100e+02 2.763400e-04
1.622600e+02 2.861200e-04
1.623100e+02 2.949100e-04
1.623600e+02 2.865100e-04
1.624100e+02 2.514700e-04
1.624600e+02 2.605500e-04
1.625100e+02 2.839700e-04
1.625600e+02 3.372000e-04
1.626100e+02 3.211400e-04
1.626600e+02 2.706300e-04
1.627100e+02 2.699800e-04
1.627600e+02 2.784900e-04
1.628100e+02 2.656000e-04
1.628600e+02 2.742800e-04
1.629100e+02 2.998500e-04
1.629600e+02 3.088000e-04
1.630100e+02 2.848200e-04
1.630600e+02 2.607800e-04
1.631100e+02 2.524300e-04
1.631600e+02 2.580500e-04
1.632100e+02 2.740200e-04
1.632600e+02 3.140100e-04
1.633100e+02 3.137500e-04
1.633600e+02 3.211200e-04
1.634100e+02 3.346100e-04
1.634600e+02 3.073600e-04
1.635100e+02 2.696500e-04
1.635600e+02 2.665600e-04
1.636100e+02 2.659500e-04
1.636600e+02 2.878200e-04
1.637100e+02 3.302500e-04
1.637600e+02 3.438900e-04
1.638100e+02 3.289600e-04
1.638600e+02 2.851500e-04
1.639100e+02 2.898300e-04
1.639600e+02 3.626300e-04
1.640100e+02 4.689400e-04
1.640600e+02 5.130900e-04
1.641100e+02 3.928600e-04
1.641600e+02 3.055600e-04
1.642100e+02 2.932400e-04
1.642600e+02 2.999300e-04
1.643100e+02 3.380200e-04
1.643600e+02 3.757800e-04
1.644100e+02 3.646000e-04
1.644600e+02 3.293800e-04
1.645100e+02 3.146400e-04
1.645600e+02 3.052800e-04
1.646100e+02 2.959700e-04
1.646600e+02 2.956000e-04
1.647100e+02 3.027700e-04
1.647600e+02 3.061000e-04
1.648100e+02 2.987300e-04
1.648600e+02 2.989800e-04
1.649100e+02 3.174100e-04
1.649600e+02 3.295200e-04
1.650100e+02 3.070900e-04
1.650600e+02 2.906100e-04
1.651100e+02 2.881900e-04
1.651600e+02 2.965000e-04
1.652100e+02 2.922400e-04
1.652600e+02 2.955700e-04
1.653100e+02 2.910500e-04
1.653600e+02 3.110000e-04
1.654100e+02 3.676100e-04
1.654600e+02 3.784700e-04
1.655100e+02 3.581500e-04
1.655600e+02 3.885800e-04
1.656100e+02 6.872700e-04
1.656600e+02 8.988700e-04
1.657100e+02 9.836800e-04
1.657600e+02 1.033800e-03
1.658100e+02 9.173600e-04
1.658600e+02 6.692000e-04
1.659100e+02 5.700700e-04
1.659600e+02 5.033100e-04
1.660100e+02 4.062900e-04
1.660600e+02 3.547700e-04
1.661100e+02 3.695800e-04
1.661600e+02 3.621900e-04
1.662100e+02 3.597000e-04
1.662600e+02 3.769300e-04
1.663100e+02 4.056800e-04
1.663600e+02 4.121200e-04
1.664100e+02 3.791600e-04
1.664600e+02 3.431200e-04
1.665100e+02 3.437500e-04
1.665600e+02 3.647900e-04
1.666100e+02 3.916900e-04
1.666600e+02 4.038100e-04
1.667100e+02 3.706500e-04
1.667600e+02 3.579200e-04
1.668100e+02 3.490400e-04
1.668600e+02 3.440300e-04
1.669100e+02 3.570900e-04
1.669600e+02 3.749000e-04
1.670100e+02 4.162400e-04
1.670600e+02 5.797900e-04
1.671100e+02 5.778600e-04
1.671600e+02 4.518600e-04
1.672100e+02 3.318900e-04
1.672600e+02 3.388600e-04
1.673100e+02 3.765000e-04
1.673600e+02 4.198000e-04
1.674100e+02 4.381000e-04
1.674600e+02 4.562700e-04
1.675100e+02 4.125400e-04
1.675600e+02 3.819800e-04
1.676100e+02 3.789600e-04
1.676600e+02 4.150400e-04
1.677100e+02 4.280300e-04
1.677600e+02 4.042600e-04
1.678100e+02 3.928600e-04
1.678600e+02 3.920900e-04
1.679100e+02 4.189700e-04
1.679600e+02 4.334300e-04
1.680100e+02 4.212900e-04
1.680600e+02 4.244000e-04
1.681100e+02 4.585700e-04
1.681600e+02 4.460600e-04
1.682100e+02 4.017200e-04
1.682600e+02 4.052100e-04
1.683100e+02 4.177200e-04
1.683600e+02 4.330600e-04
1.684100e+02 4.329000e-04
1.684600e+02 4.302800e-04
1.685100e+02 4.374700e-04
1.685600e+02 5.000300e-04
1.686100e+02 5.796700e-04
1.686600e+02 6.068000e-04
1.687100e+02 5.653200e-04
1.687600e+02 4.928200e-04
1.688100e+02 5.083200e-04
1.688600e+02 5.403000e-04
1.689100e+02 5.281000e-04
1.689600e+02 5.058700e-04
1.690100e+02 5.432000e-04
1.690600e+02 5.680600e-04
1.691100e+02 5.966700e-04
1.691600e+02 5.971700e-04
1.692100e+02 5.680800e-04
1.692600e+02 5.608700e-04
1.693100e+02 5.562000e-04
1.693600e+02 5.802200e-04
1.694100e+02 6.201200e-04
1.694600e+02 6.364000e-04
1.695100e+02 6.333200e-04
1.695600e+02 6.114600e-04
1.696100e+02 6.060400e-04
1.696600e+02 7.001100e-04
1.697100e+02 7.351400e-04
1.697600e+02 7.093100e-04
1.698100e+02 6.145700e-04
1.698600e+02 6.432300e-04
1.699100e+02 6.808100e-04
1.699600e+02 6.873100e-04
1.700100e+02 6.567700e-04
1.700600e+02 6.471700e-04
1.701100e+02 7.005400e-04
1.701600e+02 7.783400e-04
1.702100e+02 8.336700e-04
1.702600e+02 7.682200e-04
1.703100e+02 6.869700e-04
1.703600e+02 6.870200e-04
1.704100e+02 6.753200e-04
1.704600e+02 6.840300e-04
1.705100e+02 6.714600e-04
1.705600e+02 6.531800e-04
1.706100e+02 6.662000e-04
1.706600e+02 6.700200e-04
1.707100e+02 6.667300e-04
1.707600e+02 6.593900e-04
1.708100e+02 6.958500e-04
1.708600e+02 7.610200e-04
1.709100e+02 7.808100e-04
1.709600e+02 7.715000e-04
1.710100e+02 7.562800e-04
1.710600e+02 7.344600e-04
1.711100e+02 7.153600e-04
1.711600e+02 6.968800e-04
1.712100e+02 6.459800e-04
1.712600e+02 6.498000e-04
1.713100e+02 7.316400e-04
1.713600e+02 6.970700e-04
1.714100e+02 6.362700e-04
1.714600e+02 6.096600e-04
1.715100e+02 6.425600e-04
1.715600e+02 6.796700e-04
1.716100e+02 7.150800e-04
1.716600e+02 7.590200e-04
1.717100e+02 8.053500e-04
1.717600e+02 7.977100e-04
1.718100e+02 7.620100e-04
1.718600e+02 7.557500e-04
1.719100e+02 7.498400e-04
1.719600e+02 7.380700e-04
1.720100e+02 7.831400e-04
1.720600e+02 8.223400e-04
1.721100e+02 8.447700e-04
1.721600e+02 7.602800e-04
1.722100e+02 7.240300e-04
1.722600e+02 7.028000e-04
1.723100e+02 7.028300e-04
1.723600e+02 6.890200e-04
1.724100e+02 7.339600e-04
1.724600e+02 8.046100e-04
1.725100e+02 8.421600e-04
1.725600e+02 8.225000e-04
1.726100e+02 8.032500e-04
1.726600e+02 8.090000e-04
1.727100e+02 7.976100e-04
1.727600e+02 7.923600e-04
1.728100e+02 8.038300e-04
1.728600e+02 7.898500e-04
1.729100e+02 7.439400e-04
1.729600e+02 6.926200e-04
1.730100e+02 6.528000e-04
1.730600e+02 6.726900e-04
1.731100e+02 6.942600e-04
1.731600e+02 7.305000e-04
1.732100e+02 7.444000e-04
1.732600e+02 7.405600e-04
1.733100e+02 7.603200e-04
1.733600e+02 7.747100e-04
1.734100e+02 7.645600e-04
1.734600e+02 7.748100e-04
1.735100e+02 7.794600e-04
1.735600e+02 7.948100e-04
1.736100e+02 8.122400e-04
1.736600e+02 8.041100e-04
1.737100e+02 8.023300e-04
1.737600e+02 7.900700e-04
1.738100e+02 7.995200e-04
1.738600e+02 8.276700e-04
1.739100e+02 8.502400e-04
1.739600e+02 8.460800e-04
1.740100e+02 8.464000e-04
1.740600e+02 8.568600e-04
1.741100e+02 9.070000e-04
1.741600e+02 9.230900e-04
1.742100e+02 9.464900e-04
1.742600e+02 9.471700e-04
1.743100e+02 9.539300e-04
1.743600e+02 9.574300e-04
1.744100e+02 9.611100e-04
1.744600e+02 1.000400e-03
1.745100e+02 9.809000e-04
1.745600e+02 9.520000e-04
1.746100e+02 9.671900e-04
1.746600e+02 9.701300e-04
1.747100e+02 8.924700e-04
1.747600e+02 8.474700e-04
1.748100e+02 8.738400e-04
1.748600e+02 8.996200e-04
1.749100e+02 9.403200e-04
1.749600e+02 9.412800e-04
1.750100e+02 9.544900e-04
1.750600e+02 1.004900e-03
1.751100e+02 1.067700e-03
1.751600e+02 1.103000e-03
1.752100e+02 1.082500e-03
1.752600e+02 1.074100e-03
1.753100e+02 1.074700e-03
1.753600e+02 1.094600e-03
1.754100e+02 1.118000e-03
1.754600e+02 1.124100e-03
1.755100e+02 1.189200e-03
1.755600e+02 1.169400e-03
1.756100e+02 1.114900e-03
1.756600e+02 1.137800e-03
1.757100e+02 1.157500e-03
1.757600e+02 1.187200e-03
1.758100e+02 1.171400e-03
1.758600e+02 1.170200e-03
1.759100e+02 1.209900e-03
1.759600e+02 1.202200e-03
1.760100e+02 1.186500e-03
1.760600e+02 1.191500e-03
1.761100e+02 1.224600e-03
1.761600e+02 1.278900e-03
1.762100e+02 1.277800e-03
1.762600e+02 1.243400e-03
1.763100e+02 1.140800e-03
1.763600e+02 1.111500e-03
1.764100e+02 1.163900e-03
1.764600e+02 1.165600e-03
1.765100e+02 1.170100e-03
1.765600e+02 1.051900e-03
1.766100e+02 1.032700e-03
1.766600e+02 1.179700e-03
1.767100e+02 1.311600e-03
1.767600e+02 1.461000e-03
1.768100e+02 1.381800e-03
1.768600e+02 1.297600e-03
1.769100e+02 1.240400e-03
1.769600e+02 1.257500e-03
1.770100e+02 1.354900e-03
1.770600e+02 1.414600e-03
1.771100e+02 1.466800e-03
1.771600e+02 1.528200e-03
1.772100e+02 1.577400e-03
1.772600e+02 1.663100e-03
1.773100e+02 1.738800e-03
1.773600e+02 1.685500e-03
1.774100e+02 1.585400e-03
1.774600e+02 1.374000e-03
1.775100e+02 1.248000e-03
1.775600e+02 1.175400e-03
1.776100e+02 1.236300e-03
1.776600e+02 1.307600e-03
1.777100e+02 1.310300e-03
1.777600e+02 1.331700e-03
1.778100e+02 1.362800e-03
1.778600e+02 1.479100e-03
1.779100e+02 1.578500e-03
1.779600e+02 1.600200e-03
1.780100e+02 1.597800e-03
1.780600e+02 1.665900e-03
1.781100e+02 1.657400e-03
1.781600e+02 1.567000e-03
1.782100e+02 1.496300e-03
1.782600e+02 1.461300e-03
1.783100e+02 1.529100e-03
1.783600e+02 1.577400e-03
1.784100e+02 1.593300e-03
1.784600e+02 1.576500e-03
1.785100e+02 1.582700e-03
1.785600e+02 1.603000e-03
1.786100e+02 1.648500e-03
1.786600e+02 1.636100e-03
1.787100e+02 1.589500e-03
1.787600e+02 1.594200e-03
1.788100e+02 1.597900e-03
1.788600e+02 1.606800e-03
1.789100e+02 1.734500e-03
1.789600e+02 1.785300e-03
1.790100e+02 1.748100e-03
1.790600e+02 1.741500e-03
1.791100e+02 1.777800e-03
1.791600e+02 1.786100e-03
1.792100e+02 1.706800e-03
1.792600e+02 1.614500e-03
1.793100e+02 1.467500e-03
1.793600e+02 1.409500e-03
1.794100e+02 1.398300e-03
1.794600e+02 1.439400e-03
1.795100e+02 1.494300e-03
1.795600e+02 1.581200e-03
1.796100e+02 1.615700e-03
1.796600e+02 1.598200e-03
1.797100e+02 1.559800e-03
1.797600e+02 1.601800e-03
1.798100e+02 1.664000e-03
1.798600e+02 1.670000e-03
1.799100e+02 1.650200e-03
1.799600e+02 1.704400e-03
1.800100e+02 1.755300e-03
1.800600e+02 1.772000e-03
1.801100e+02 1.804100e-03
1.801600e+02 1.811400e-03
1.802100e+02 1.803500e-03
1.802600e+02 1.807200e-03
1.803100e+02 1.818100e-03
1.803600e+02 1.805100e-03
1.804100e+02 1.812900e-03
1.804600e+02 1.870100e-03
1.805100e+02 1.929400e-03
1.805600e+02 1.901600e-03
1.806100e+02 1.861500e-03
1.806600e+02 1.788100e-03
1.807100e+02 1.792200e-03
1.807600e+02 2.241900e-03
1.808100e+02 2.891400e-03
1.808600e+02 2.452900e-03
1.809100e+02 2.084800e-03
1.809600e+02 1.836200e-03
1.810100e+02 1.903800e-03
1.810600e+02 1.985400e-03
1.811100e+02 1.914700e-03
1.811600e+02 1.887100e-03
1.812100e+02 1.854400e-03
1.812600e+02 1.898700e-03
1.813100e+02 1.858300e-03
1.813600e+02 1.809000e-03
1.814100e+02 1.741200e-03
1.814600e+02 1.777900e-03
1.815100e+02 1.848000e-03
1.815600e+02 1.896600e-03
1.816100e+02 2.314800e-03
1.816600e+02 3.848600e-03
1.817100e+02 4.406400e-03
1.817600e+02 3.851100e-03
1.818100e+02 3.052500e-03
1.818600e+02 2.219700e-03
1.819100e+02 2.219900e-03
1.819600e+02 2.169600e-03
1.820100e+02 2.090000e-03
1.820600e+02 1.961900e-03
1.821100e+02 2.066300e-03
1.821600e+02 2.224000e-03
1.822100e+02 2.276500e-03
1.822600e+02 2.278700e-03
1.823100e+02 2.407300e-03
1.823600e+02 2.493200e-03
1.824100e+02 2.545100e-03
1.824600e+02 2.538700e-03
1.825100e+02 2.414600e-03
1.825600e+02 2.296200e-03
1.826100e+02 2.209600e-03
1.826600e+02 2.172700e-03
1.827100e+02 2.235300e-03
1.827600e+02 2.127600e-03
1.828100e+02 2.072800e-03
1.828600e+02 2.083700e-03
1.829100e+02 2.277200e-03
1.829600e+02 2.290400e-03
1.830100e+02 2.237300e-03
1.830600e+02 2.181400e-03
1.831100e+02 2.208000e-03
1.831600e+02 2.349800e-03
1.832100e+02 2.415300e-03
1.832600e+02 2.387700e-03
1.833100e+02 2.357400e-03
1.833600e+02 2.373100e-03
1.834100e+02 2.455400e-03
1.834600e+02 2.509400e-03
1.835100e+02 2.579000e-03
1.835600e+02 2.488500e-03
1.836100e+02 2.354100e-03
1.836600e+02 2.318300e-03
1.837100e+02 2.374000e-03
1.837600e+02 2.512600e-03
1.838100e+02 2.448000e-03
1.838600e+02 2.475800e-03
1.839100e+02 2.639600e-03
1.839600e+02 2.550200e-03
1.840100e+02 2.273300e-03
1.840600e+02 2.227300e-03
1.841100e+02 2.085300e-03
1.841600e+02 1.974900e-03
1.842100e+02 2.081900e-03
1.842600e+02 2.215900e-03
1.843100e+02 2.296100e-03
1.843600e+02 2.295100e-03
1.844100e+02 2.250800e-03
1.844600e+02 2.300500e-03
1.845100e+02 2.247900e-03
1.845600e+02 2.072400e-03
1.846100e+02 2.029300e-03
1.846600e+02 2.101000e-03
1.847100e+02 1.984400e-03
1.847600e+02 1.828800e-03
1.848100e+02 1.737700e-03
1.848600e+02 1.999200e-03
1.849100e+02 2.254300e-03
1.849600e+02 2.390800e-03
1.850100e+02 2.250200e-03
1.850600e+02 1.929100e-03
1.851100e+02 1.911900e-03
1.851600e+02 1.979600e-03
1.852100e+02 2.033500e-03
1.852600e+02 2.015300e-03
1.853100e+02 2.114800e-03
1.853600e+02 2.347500e-03
1.854100e+02 2.627500e-03
1.854600e+02 2.851400e-03
1.855100e+02 2.912700e-03
1.855600e+02 2.787900e-03
1.856100e+02 2.791400e-03
1.856600e+02 2.807800e-03
1.857100e+02 2.671700e-03
1.857600e+02 2.472400e-03
1.858100e+02 2.422200e-03
1.858600e+02 2.512600e-03
1.859100e+02 2.438300e-03
1.859600e+02 2.388700e-03
1.860100e+02 2.439500e-03
1.860600e+02 2.545300e-03
1.861100e+02 2.579900e-03
1.861600e+02 2.533900e-03
1.862100e+02 2.583600e-03
1.862600e+02 2.706200e-03
1.863100e+02 2.849700e-03
1.863600e+02 2.675000e-03
1.864100e+02 2.699700e-03
1.864600e+02 2.540900e-03
1.865100e+02 2.549800e-03
1.865600e+02 2.543400e-03
1.866100e+02 2.655400e-03
1.866600e+02 2.840200e-03
1.867100e+02 3.074800e-03
1.867600e+02 3.212300e-03
1.868100e+02 3.213400e-03
1.868600e+02 3.222200e-03
1.869100e+02 3.244800e-03
1.869600e+02 3.268200e-03
1.870100e+02 3.296800e-03
1.870600e+02 3.230500e-03
1.871100e+02 3.341400e-03
1.871600e+02 3.338300e-03
1.872100e+02 3.189700e-03
1.872600e+02 3.144100e-03
1.873100e+02 3.122100e-03
1.873600e+02 3.254500e-03
1.874100e+02 3.356500e-03
1.874600e+02 3.315900e-03
1.875100e+02 3.184400e-03
1.875600e+02 3.148200e-03
1.876100e+02 3.150100e-03
1.876600e+02 3.182800e-03
1.877100e+02 3.109200e-03
1.877600e+02 3.123900e-03
1.878100e+02 3.092800e-03
1.878600e+02 3.065500e-03
1.879100e+02 3.055500e-03
1.879600e+02 3.030400e-03
1.880100e+02 2.993500e-03
1.880600e+02 3.036000e-03
1.881100e+02 3.021700e-03
1.881600e+02 3.016100e-03
1.882100e+02 3.197700e-03
1.882600e+02 3.439900e-03
1.883100e+02 3.485000e-03
1.883600e+02 3.553100e-03
1.884100e+02 3.532100e-03
1.884600e+02 3.509500e-03
1.885100e+02 3.538600e-03
1.885600e+02 3.484000e-03
1.886100e+02 3.475000e-03
1.886600e+02 3.535100e-03
1.887100e+02 3.511400e-03
1.887600e+02 3.500800e-03
1.888100e+02 3.409800e-03
1.888600e+02 3.514300e-03
1.889100e+02 3.610200e-03
1.889600e+02 3.712700e-03
1.890100e+02 3.769600e-03
1.890600e+02 3.719200e-03
1.891100e+02 3.835100e-03
1.891600e+02 3.958000e-03
1.892100e+02 4.212000e-03
1.892600e+02 4.034500e-03
1.893100e+02 3.649700e-03
1.893600e+02 3.588400e-03
1.894100e+02 3.810700e-03
1.894600e+02 4.020000e-03
1.895100e+02 3.936100e-03
1.895600e+02 3.793200e-03
1.896100e+02 3.727600e-03
1.896600e+02 3.832500e-03
1.897100e+02 3.731500e-03
1.897600e+02 3.581000e-03
1.898100e+02 3.417200e-03
1.898600e+02 3.279400e-03
1.899100e+02 3.381300e-03
1.899600e+02 3.609200e-03
1.900100e+02 3.704200e-03
1.900600e+02 3.716500e-03
1.901100e+02 3.469300e-03
1.901600e+02 3.505800e-03
1.902100e+02 3.617800e-03
1.902600e+02 3.841300e-03
1.903100e+02 3.981000e-03
1.903600e+02 4.102000e-03
1.904100e+02 4.160100e-03
1.904600e+02 4.122500e-03
1.905100e+02 4.007100e-03
1.905600e+02 3.906400e-03
1.906100e+02 3.860700e-03
1.906600e+02 3.875300e-03
1.907100e+02 4.056700e-03
1.907600e+02 4.147600e-03
1.908100e+02 4.206100e-03
1.908600e+02 4.348400e-03
1.909100e+02 4.557600e-03
1.909600e+02 4.348600e-03
1.910100e+02 4.008100e-03
1.910600e+02 3.864100e-03
1.911100e+02 3.889500e-03
1.911600e+02 4.079000e-03
1.912100e+02 4.209700e-03
1.912600e+02 4.196900e-03
1.913100e+02 4.182700e-03
1.913600e+02 4.074500e-03
1.914100e+02 4.220300e-03
1.914600e+02 4.358000e-03
1.915100e+02 4.493300e-03
1.915600e+02 4.704100e-03
1.916100e+02 4.627000e-03
1.916600e+02 4.481100e-03
1.917100e+02 4.401700e-03
1.917600e+02 4.334800e-03
1.918100e+02 4.197900e-03
1.918600e+02 4.208000e-03
1.919100e+02 4.279900e-03
1.919600e+02 4.457900e-03
1.920100e+02 4.626100e-03
1.920600e+02 4.762600e-03
1.921100e+02 4.787500e-03
1.921600e+02 4.906100e-03
1.922100e+02 4.840300e-03
1.922600e+02 4.664800e-03
1.923100e+02 4.665400e-03
1.923600e+02 4.567100e-03
1.924100e+02 4.567000e-03
1.924600e+02 4.450800e-03
1.925100e+02 4.429500e-03
1.925600e+02 4.512000e-03
1.926100e+02 4.599200e-03
1.926600e+02 4.417500e-03
1.927100e+02 4.366700e-03
1.927600e+02 4.452500e-03
1.928100e+02 4.650900e-03
1.928600e+02 4.649900e-03
1.929100e+02 4.524800e-03
1.929600e+02 4.335700e-03
1.930100e+02 3.988700e-03
1.930600e+02 3.514500e-03
1.931100e+02 3.239200e-03
1.931600e+02 3.182800e-03
1.932100e+02 3.147400e-03
