 Profile "surface albedo" initialized from config file.
 # Profile: surface albedo (none)
 # number of cells:         102
 # wavelength (nm), mid-point, delta, layer density, exo layer density, burden density
  1.2070000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.14000000000000056843,0.14000000000000056843,62.999999999999907629
  1.2165000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000002776E-01,0.50000000000000002776E-01,62.859999999999907061
  1.2270000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.15999999999999944822,0.15999999999999944822,62.809999999999909903
  1.2390000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,62.649999999999913314
  1.2490000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.12000000000000028699,0.12000000000000028699,62.569999999999915019
  1.2590000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,62.449999999999917577
  1.2669999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.79999999999999724110E-01,0.79999999999999724110E-01,62.369999999999919282
  1.2859999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.30000000000000004441,0.30000000000000004441,62.289999999999920988
  1.3059999999999999E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.10000000000000000555,0.10000000000000000555,61.989999999999923830
  1.3305000000000001E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.39000000000000056843,0.39000000000000056843,61.889999999999922409
  1.3750000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,61.499999999999921840
  1.4250000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,60.999999999999921840
  1.4750000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,60.499999999999921840
  1.5250000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,59.999999999999921840
  1.5750000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,59.499999999999921840
  1.6250000000000000E+002,  1.0000000000000001E-001,  0.0000000000000000E+000,0.50000000000000000000,0.50000000000000000000,58.999999999999921840
